"x_coord","y_coord","addr_state","loan_amnt","term","int_rate","installment","grade","home_ownership","annual_inc","verification_status","loan_status","purpose","dti","open_acc","pub_rec","total_acc"
3.14057221027641,-12.9890288137502,"WA",11500," 36 months",6.03,350.01,"A","MORTGAGE",0.6474719,"Source Verified","Defaulted","debt_consolidation",24.3,8,0,13
0.580629326631066,13.7545170725586,"NC",10000," 36 months",19.22,367.68,"D","MORTGAGE",0.7174611,"Verified","Defaulted","small_business",2.74,13,0,29
3.29906579450967,24.7637904033972,"TX",7250," 36 months",24.08,284.75,"F","OWN",0.6367405,"Verified","Defaulted","debt_consolidation",10.04,9,1,22
-9.3884397487545,-31.1136335983583,"FL",14000," 60 months",20.99,378.67,"E","RENT",0.6677529,"Source Verified","Defaulted","debt_consolidation",21.12,8,0,12
12.1736256869699,11.2546773174792,"MO",7500," 36 months",12.99,252.67,"C","MORTGAGE",0.6720027,"Not Verified","Defaulted","credit_card",21.72,10,1,44
-4.54498472744774,4.75746101239008,"IN",28000," 36 months",9.17,892.61,"B","MORTGAGE",0.6949773,"Verified","Defaulted","debt_consolidation",18.96,12,0,34
-20.009743247747,7.47223190227925,"CA",9000," 60 months",19.91,238,"E","RENT",0.6792599,"Verified","Defaulted","credit_card",22.56,17,0,30
0.8487860095224,-13.961851943524,"MN",6000," 36 months",11.99,199.26,"B","MORTGAGE",0.6830059,"Source Verified","Defaulted","debt_consolidation",21.93,12,0,38
-9.30013084251979,-32.4829015554685,"NY",18550," 60 months",20.49,496.54,"E","RENT",0.6786415,"Source Verified","Defaulted","debt_consolidation",19.22,12,0,25
34.1591939771922,0.874544791257299,"PA",12000," 36 months",16.32,423.77,"E","RENT",0.6677529,"Not Verified","Defaulted","debt_consolidation",13.6,4,0,8
-37.8911878033995,8.29837633019466,"NY",7475," 60 months",14.09,174.28,"B","MORTGAGE",0.6751399,"Verified","Defaulted","debt_consolidation",18.62,11,0,22
-8.02099997761115,-5.67985209390251,"UT",6425," 60 months",15.31,153.9,"C","RENT",0.6639631,"Not Verified","Defaulted","debt_consolidation",22.76,10,0,18
-24.0179264831831,-3.52805948864355,"MO",16000," 60 months",16.99,397.56,"D","MORTGAGE",0.6841727,"Verified","Defaulted","credit_card",30.83,10,0,27
-34.4532233352582,4.94544192937024,"CA",18825," 60 months",19.72,495.82,"D","MORTGAGE",0.670361,"Verified","Defaulted","debt_consolidation",31.95,14,0,40
30.1494488290458,4.87521429383139,"MO",3000," 36 months",18.99,109.96,"E","RENT",0.6629523,"Not Verified","Defaulted","home_improvement",31.8,10,0,15
-19.0685720037125,-1.04773028598608,"CT",22000," 60 months",25.8,656.09,"G","OWN",0.6949773,"Not Verified","Defaulted","Others",25.8,7,0,17
-16.7813147388702,-24.1889931738586,"TX",25000," 60 months",18.92,647.42,"D","OWN",0.6879801,"Source Verified","Defaulted","debt_consolidation",13.8,9,0,45
5.9717265318629,6.05946103460357,"CA",5725," 36 months",13.11,193.21,"B","MORTGAGE",0.6822873,"Verified","Defaulted","credit_card",23.81,12,0,19
37.935387396959,6.15274468779363,"CA",8325," 36 months",12.12,276.99,"B","RENT",0.6629523,"Not Verified","Defaulted","debt_consolidation",7.56,8,0,13
22.7158763113093,12.4998125431432,"NJ",9500," 36 months",18.75,347.04,"D","MORTGAGE",0.6480826,"Not Verified","Defaulted","Others",15.47,12,1,19
2.52439130188619,23.0990347534323,"CO",9925," 36 months",11.99,329.61,"B","OWN",0.6502902,"Verified","Defaulted","debt_consolidation",18.35,13,0,27
-16.3444660920244,-22.7238122991552,"MA",20000," 60 months",13.65,461.75,"C","OWN",0.6841727,"Source Verified","Defaulted","debt_consolidation",13.2,14,0,22
22.7965608731815,23.5668921559506,"AL",12000," 36 months",13.11,404.97,"B","MORTGAGE",0.6841727,"Not Verified","Defaulted","debt_consolidation",16.71,9,0,27
-5.16404993034399,-26.8285421012928,"FL",9000," 60 months",18.25,229.77,"D","RENT",0.670361,"Source Verified","Defaulted","small_business",0.33,4,0,4
-5.86198320696387,11.7346200253081,"CA",7750," 36 months",15.61,270.98,"C","MORTGAGE",0.6677529,"Verified","Defaulted","debt_consolidation",26.08,9,0,23
-22.730342696704,21.425728748586,"AZ",35000," 60 months",22.4,974.64,"E","RENT",0.707307,"Verified","Defaulted","debt_consolidation",13.32,7,0,34
31.6585174180765,-9.26136814615474,"CA",15000," 36 months",18.24,544.1,"D","RENT",0.6792599,"Not Verified","Defaulted","credit_card",16.44,12,0,15
-27.891767618931,-23.8478983921025,"CA",14500," 60 months",14.49,341.09,"C","MORTGAGE",0.654229,"Source Verified","Defaulted","debt_consolidation",15.26,10,0,35
-15.6050700330038,-22.6244857693428,"CA",12400," 60 months",13.49,285.26,"C","OWN",0.6629523,"Source Verified","Defaulted","debt_consolidation",15.69,5,0,16
-9.38468739471792,-18.1332464500066,"MD",16000," 60 months",13.33,366.76,"C","RENT",0.6974274,"Source Verified","Defaulted","credit_card",8.05,8,0,16
-8.82716384845478,36.0835966811731,"AZ",10750," 36 months",14.99,372.6,"C","RENT",0.6414951,"Verified","Defaulted","debt_consolidation",26.1,7,0,12
-7.76922918425371,-30.3563303430528,"FL",11700," 60 months",18.25,298.7,"D","RENT",0.65624,"Source Verified","Defaulted","debt_consolidation",18.71,17,0,24
-26.0592672366109,2.28178718187877,"NY",11475," 60 months",19.22,299.06,"D","MORTGAGE",0.660845,"Verified","Defaulted","Others",31.67,17,0,50
11.2702769854964,-33.2432179725981,"CA",12250," 36 months",14.09,419.22,"B","RENT",0.6574448,"Source Verified","Defaulted","debt_consolidation",29.42,14,0,34
-7.76680803178935,-32.3700659147444,"KS",18400," 60 months",17.57,462.95,"D","RENT",0.6949773,"Source Verified","Defaulted","debt_consolidation",29.73,10,0,20
32.1221432351868,3.66426293946843,"NY",4750," 36 months",20.49,177.72,"E","RENT",0.6236751,"Not Verified","Defaulted","debt_consolidation",24.6,7,0,8
9.55884929794415,-34.3623632781921,"FL",16800," 36 months",15.22,584.19,"C","RENT",0.6834889,"Source Verified","Defaulted","debt_consolidation",22.79,7,0,25
23.7556763763122,-2.97729948850885,"WA",8000," 36 months",18.85,292.65,"D","RENT",0.6936847,"Not Verified","Defaulted","Others",18.28,21,0,53
5.22565133780067,15.8398049358485,"FL",6400," 36 months",17.57,230,"D","MORTGAGE",0.6815539,"Verified","Defaulted","Others",22.06,8,1,12
-5.35629555168767,36.2947621449576,"MI",1500," 36 months",16.49,53.1,"D","RENT",0.6863978,"Verified","Defaulted","debt_consolidation",20.3,12,0,20
-28.6601529467525,-22.6474641280452,"NC",17600," 60 months",15.88,426.88,"C","MORTGAGE",0.6720027,"Source Verified","Defaulted","debt_consolidation",21.05,19,0,26
-5.44576677358172,23.6761900686226,"IL",6400," 36 months",15.8,224.38,"C","RENT",0.6574448,"Verified","Defaulted","credit_card",27.26,12,0,17
24.2181435487549,-1.77582390712849,"FL",2400," 36 months",23.7,93.79,"F","RENT",0.6432493,"Not Verified","Defaulted","Others",17.91,5,0,14
-11.3340321008641,29.8883009573308,"TX",35000," 36 months",15.61,1223.77,"C","RENT",0.6970308,"Verified","Defaulted","debt_consolidation",30.94,24,0,37
-31.359047711792,-22.2035146964,"WV",30000," 60 months",14.98,713.39,"C","MORTGAGE",0.6914187,"Source Verified","Defaulted","debt_consolidation",10.45,7,0,29
36.2933784283882,1.87790257051167,"MA",12175," 36 months",14.33,418.07,"C","RENT",0.6574448,"Not Verified","Defaulted","debt_consolidation",21.35,11,0,18
25.8433295711938,21.7405761704711,"NC",10000," 36 months",15.8,350.59,"C","MORTGAGE",0.6792599,"Not Verified","Defaulted","debt_consolidation",27.45,14,0,30
-30.9705282963474,-22.4375934949287,"CT",27575," 60 months",16.2,673.51,"C","MORTGAGE",0.6805523,"Source Verified","Defaulted","debt_consolidation",27.53,10,0,23
-7.72863938563136,-32.6123849626683,"AK",20000," 60 months",18.25,510.6,"D","RENT",0.679259893042018,"Source Verified","Defaulted","debt_consolidation",31.8,7,1,12
-27.6777214698679,-22.5936405884128,"SC",15000," 60 months",15.61,361.67,"C","MORTGAGE",0.6879801,"Source Verified","Defaulted","debt_consolidation",28.13,10,0,26
0.353710262443904,-7.82690933919941,"CA",28000," 36 months",13.67,952.5,"B","MORTGAGE",0.700447,"Source Verified","Defaulted","debt_consolidation",13.07,11,0,29
-28.5240492008733,-19.2600612259847,"OH",13400," 60 months",20.99,362.44,"E","MORTGAGE",0.6792599,"Source Verified","Defaulted","debt_consolidation",11.7,10,0,10
-11.2036785656509,32.9465465247722,"TX",20000," 36 months",13.22,676.02,"C","RENT",0.6894948,"Verified","Defaulted","debt_consolidation",0.65,4,0,8
-33.3719282098622,4.79913765793052,"NY",18000," 60 months",20.5,481.92,"E","MORTGAGE",0.6677529,"Verified","Defaulted","debt_consolidation",33.89,10,1,34
-9.32855049656597,-30.3163929390988,"LA",11125," 60 months",20.99,300.91,"E","RENT",0.6677529,"Source Verified","Defaulted","debt_consolidation",25.67,10,0,18
11.6066426647011,-30.3730549886481,"AR",10000," 36 months",13.98,341.68,"C","RENT",0.6629523,"Source Verified","Defaulted","debt_consolidation",8.04,9,1,13
34.7894061634009,4.31335827545746,"FL",6075," 36 months",16.2,214.18,"C","RENT",0.6449281,"Not Verified","Defaulted","debt_consolidation",13.99,5,0,10
41.1693110714709,2.0864057103317,"CT",12000," 36 months",10.99,392.81,"B","RENT",0.718539,"Not Verified","Defaulted","debt_consolidation",4.25,15,0,27
-19.4240655369601,7.9914023009894,"CA",20000," 60 months",21.98,552.16,"E","RENT",0.6743352,"Verified","Defaulted","credit_card",25.43,10,0,16
-8.75754783273872,40.4388721877206,"CA",9450," 36 months",7.9,295.7,"A","RENT",0.6574448,"Verified","Defaulted","debt_consolidation",8.88,12,0,14
2.76212303337583,30.5409182500409,"KY",5000," 36 months",24.08,196.38,"F","RENT",0.6142442,"Verified","Defaulted","Others",24.75,6,0,23
9.74836817970407,-21.0271593146524,"AZ",1000," 36 months",16.78,35.55,"C","RENT",0.6792599,"Source Verified","Defaulted","Others",0,4,0,23
-10.4666008334924,-19.1559811884871,"CA",22000," 60 months",22.47,613.51,"E","RENT",0.6792599,"Source Verified","Defaulted","credit_card",24.18,12,0,18
30.2488670822877,-11.5539270131444,"NY",10000," 36 months",13.11,337.47,"B","RENT",0.6537093,"Not Verified","Defaulted","credit_card",7.94,6,0,19
42.1865690191382,3.29249070522449,"WA",8400," 36 months",8.39,264.74,"A","RENT",0.6863892,"Not Verified","Defaulted","debt_consolidation",15.67,12,2,24
-18.9974770833394,8.12580128848955,"CA",25000," 60 months",20.8,673.53,"E","RENT",0.6792599,"Verified","Defaulted","credit_card",13.58,10,0,16
-31.3962303975473,-5.3676546822523,"IL",14000," 60 months",13.49,322.07,"C","MORTGAGE",0.6478394,"Verified","Defaulted","small_business",10.78,5,0,23
20.8825745844171,23.3041465741565,"CA",12000," 36 months",10.16,388.11,"B","MORTGAGE",0.6619134,"Not Verified","Defaulted","debt_consolidation",8.19,7,0,11
7.6650090148895,-31.8309604911257,"GA",14025," 36 months",20.49,524.73,"E","RENT",0.6644516,"Source Verified","Defaulted","debt_consolidation",11.54,5,1,18
24.1564892927222,6.0841885781884,"NJ",16450," 36 months",15.61,575.18,"C","OWN",0.6811816,"Not Verified","Defaulted","debt_consolidation",29.27,9,0,17
-10.5217486617651,-31.428364083735,"NY",14000," 60 months",20.99,378.67,"F","RENT",0.7057937,"Source Verified","Defaulted","debt_consolidation",10.96,9,0,26
35.4888289338954,2.59051563188092,"FL",10000," 36 months",15.22,347.74,"C","RENT",0.6605403,"Not Verified","Defaulted","debt_consolidation",11.48,6,0,14
-16.1572587945871,-5.7451614952206,"GA",15000," 60 months",19.29,391.51,"E","MORTGAGE",0.6879801,"Not Verified","Defaulted","home_improvement",16.22,20,1,30
30.9246523095332,-9.11147482969653,"TX",10000," 36 months",17.76,360.33,"D","RENT",0.682768,"Not Verified","Defaulted","credit_card",21.55,10,0,15
-18.3386935018724,18.7450317455836,"UT",24000," 60 months",12.12,535.33,"B","RENT",0.6792599,"Verified","Defaulted","debt_consolidation",25.08,7,0,13
-18.9462802772051,7.60065199640931,"NY",22000," 60 months",19.97,582.5,"D","RENT",0.6953977,"Verified","Defaulted","credit_card",15.79,16,1,41
19.3360966194665,1.35687321196529,"WI",2500," 36 months",7.14,77.36,"A","OWN",0.5938285,"Not Verified","Defaulted","Others",16.41,12,0,30
7.87281716545746,-31.634671887597,"NJ",12000," 36 months",19.47,442.73,"D","RENT",0.7057937,"Source Verified","Defaulted","debt_consolidation",3.46,7,5,23
-19.7471942113604,11.9214042270132,"NY",16975," 60 months",25.57,503.93,"F","RENT",0.6720027,"Verified","Defaulted","Others",16.11,11,0,22
-6.33117562836545,23.2882948199489,"CA",9250," 36 months",13.11,312.16,"B","RENT",0.670361,"Verified","Defaulted","credit_card",9.93,9,0,13
-32.8844162453061,2.96517648608165,"AR",23325," 60 months",21.7,640.24,"E","MORTGAGE",0.6735741,"Verified","Defaulted","debt_consolidation",14.59,14,0,25
4.62807046180145,4.73281020308987,"CA",15000," 36 months",12.84,504.27,"C","MORTGAGE",0.6970308,"Verified","Defaulted","credit_card",9.75,15,1,34
-2.51306610974263,-14.0615937152807,"AL",4100," 36 months",19.05,150.4,"D","MORTGAGE",0.6320073,"Source Verified","Defaulted","debt_consolidation",23.19,5,0,7
-9.09003364892413,-19.0527953726185,"UT",10200," 60 months",18.24,260.35,"D","RENT",0.6649473,"Source Verified","Defaulted","credit_card",26.46,8,0,23
5.42337330536274,15.2706950878552,"NV",4000," 36 months",14.33,137.36,"C","MORTGAGE",0.6509989,"Verified","Defaulted","Others",21.04,11,1,26
6.68326744480762,-9.04443394427236,"CA",3900," 36 months",8.9,123.84,"A","MORTGAGE",0.7087559,"Source Verified","Defaulted","home_improvement",15.59,12,0,27
-2.4950627515757,-11.0717661767145,"CA",14400," 36 months",15.61,503.5,"D","MORTGAGE",0.6720027,"Source Verified","Defaulted","debt_consolidation",28.76,13,2,22
-25.0946446555993,-23.3385109204433,"FL",14000," 60 months",13.66,323.3,"C","MORTGAGE",0.6949773,"Source Verified","Defaulted","major_purchase",13.89,7,1,16
-27.3624783687282,-22.6604466737376,"IN",12000," 60 months",14.31,281.16,"C","MORTGAGE",0.6982072,"Source Verified","Defaulted","debt_consolidation",27.38,17,1,44
-19.367654510303,19.5467645039955,"TX",25000," 60 months",16.24,611.15,"C","RENT",0.6758116,"Verified","Defaulted","debt_consolidation",32.08,8,0,34
7.60404350237634,-3.03133890418257,"TX",32000," 36 months",16.55,1133.74,"D","MORTGAGE",0.7385524,"Source Verified","Defaulted","credit_card",15.44,16,0,33
-11.9719376803973,-7.5080439565933,"CA",14400," 60 months",19.29,375.85,"F","OWN",0.666841,"Not Verified","Defaulted","debt_consolidation",18.05,4,0,16
-19.1995667048622,12.7739327347042,"CA",10200," 60 months",17.88,258.35,"E","RENT",0.6509989,"Verified","Defaulted","Others",18.48,7,0,9
19.061402559991,23.254241172264,"FL",10000," 36 months",8.49,315.63,"A","MORTGAGE",0.6720027,"Not Verified","Defaulted","debt_consolidation",13.58,8,0,11
-9.71037748202501,34.2223559397781,"TX",15075," 36 months",14.27,517.21,"C","RENT",0.6574448,"Verified","Defaulted","debt_consolidation",20.16,7,0,14
-6.43424523250598,-24.2790638870821,"NV",4800," 60 months",13.98,111.64,"C","RENT",0.6904699,"Source Verified","Defaulted","Others",11.26,5,1,22
22.4914857433488,-3.16956224491226,"NC",10000," 36 months",15.27,347.98,"C","RENT",0.6720027,"Not Verified","Defaulted","Others",7.99,3,0,9
1.26812445746145,23.5893671896882,"CA",16575," 36 months",15.61,579.55,"D","OWN",0.6760474,"Verified","Defaulted","debt_consolidation",38.81,14,0,24
-6.6314715307948,35.3157979711039,"NY",3825," 36 months",19.22,140.64,"D","RENT",0.6459529,"Verified","Defaulted","debt_consolidation",34.25,8,1,18
-24.7803372312524,16.8178746564151,"CA",2500," 60 months",25.83,74.6,"G","RENT",0.6618607,"Verified","Defaulted","debt_consolidation",3.39,6,0,7
36.4064541411423,3.89836910775043,"CA",7000," 36 months",17.1,249.92,"C","RENT",0.6509989,"Not Verified","Defaulted","debt_consolidation",16.02,19,0,40
-3.9635118443952,11.2619019393911,"OK",9575," 36 months",9.71,307.66,"B","MORTGAGE",0.6599678,"Verified","Defaulted","debt_consolidation",24,7,0,19
-16.6905290693242,-22.9091357677101,"FL",24000," 60 months",12.29,537.4,"C","OWN",0.6879801,"Source Verified","Defaulted","debt_consolidation",25.7,10,0,31
8.59228869021899,-31.2333781783337,"CA",12000," 36 months",16.89,427.18,"D","RENT",0.6863978,"Source Verified","Defaulted","debt_consolidation",19.07,10,0,23
-27.9392870908009,-24.3999809528997,"KY",13600," 60 months",13.35,311.89,"C","MORTGAGE",0.682408,"Source Verified","Defaulted","debt_consolidation",12.46,8,0,17
35.8190921013123,2.13341830133853,"OR",10000," 36 months",15.88,350.98,"C","RENT",0.6811816,"Not Verified","Defaulted","debt_consolidation",20.84,9,0,24
-37.5955544981255,3.35940817375496,"NY",25000," 60 months",16.29,611.82,"C","MORTGAGE",0.6914187,"Verified","Defaulted","debt_consolidation",17.81,16,0,44
-17.9952571458331,-7.83889193882767,"NY",16000," 60 months",16.77,395.67,"D","MORTGAGE",0.6586125,"Not Verified","Defaulted","credit_card",15.2,8,0,20
14.0344772484194,-25.2513485236107,"RI",5500," 36 months",15.8,192.83,"C","RENT",0.6509989,"Source Verified","Defaulted","small_business",5.96,7,0,31
-32.7100724803531,3.05619940602005,"CT",22400," 60 months",22.45,624.41,"E","MORTGAGE",0.6949773,"Verified","Defaulted","debt_consolidation",17.31,6,0,23
21.2041243948308,12.852931679343,"NY",6000," 36 months",10,193.61,"B","MORTGAGE",0.7076017,"Not Verified","Defaulted","Others",15.29,17,1,22
13.3000211514193,8.79025407215738,"TX",13000," 36 months",6.49,398.38,"A","MORTGAGE",0.69897,"Not Verified","Defaulted","credit_card",12.1,10,0,19
-24.3057562814781,-2.85153163617831,"TX",16000," 60 months",21.49,437.28,"E","MORTGAGE",0.6758116,"Verified","Defaulted","credit_card",7.13,10,0,14
-18.7780994278451,11.8502822715063,"NY",24000," 60 months",18.25,612.72,"D","RENT",0.6935876,"Verified","Defaulted","Others",18.35,18,0,35
-14.2290083578064,-2.32809860110328,"MS",19875," 60 months",14.49,467.53,"C","MORTGAGE",0.683594,"Not Verified","Defaulted","debt_consolidation",23.48,8,0,21
-38.2390048179571,7.61022007740838,"CO",10750," 60 months",13.49,247.31,"C","MORTGAGE",0.6735741,"Verified","Defaulted","debt_consolidation",24.51,18,0,54
39.0387729740524,6.31383279958453,"CA",4000," 36 months",10.99,130.94,"B","RENT",0.6677529,"Not Verified","Defaulted","debt_consolidation",11.01,14,0,18
30.3961453446937,-9.96916154327782,"OH",6300," 36 months",15.8,220.87,"C","RENT",0.6369536,"Not Verified","Defaulted","credit_card",12.99,10,0,20
12.9337973393102,-31.7737299755464,"VA",8400," 36 months",11.44,276.76,"B","RENT",0.6677529,"Source Verified","Defaulted","debt_consolidation",19.47,6,0,16
-1.38963774076919,-13.186023754052,"CT",8475," 36 months",15.8,297.12,"C","MORTGAGE",0.693243,"Source Verified","Defaulted","debt_consolidation",19.03,19,3,31
18.3542652352157,-2.50605335398219,"KS",5125," 60 months",10.74,110.77,"B","RENT",0.6310846,"Not Verified","Defaulted","Others",25.9,9,0,21
-19.3842331495045,19.4632612204671,"LA",24000," 60 months",16.78,593.63,"C","RENT",0.6982072,"Verified","Defaulted","debt_consolidation",28.52,8,0,24
-8.16751990397423,-23.5501060694796,"WA",17975," 60 months",18.99,466.19,"E","RENT",0.6629523,"Source Verified","Defaulted","Others",32.85,13,1,63
12.2864737942828,9.07447414611698,"VA",15000," 36 months",9.67,481.69,"B","MORTGAGE",0.6879801,"Not Verified","Defaulted","credit_card",15.22,17,0,30
-27.7761932867955,-24.6373989475392,"AL",10000," 60 months",15.31,239.53,"C","MORTGAGE",0.670612,"Source Verified","Defaulted","debt_consolidation",10.43,7,0,39
10.8128184139737,-29.116310338964,"TX",2000," 36 months",16.29,70.61,"C","RENT",0.6509989,"Source Verified","Defaulted","debt_consolidation",24.96,13,0,20
18.7805017895097,22.1444339043832,"FL",6000," 36 months",6.03,182.62,"A","MORTGAGE",0.6758116,"Not Verified","Defaulted","debt_consolidation",19.66,8,0,17
-38.1946555951841,3.63745915253018,"PA",22500," 60 months",14.16,525.41,"C","MORTGAGE",0.6859638,"Verified","Defaulted","debt_consolidation",33.96,20,0,49
-26.3328239087203,-17.4001421633184,"MN",35000," 60 months",18.24,893.35,"D","MORTGAGE",0.7025505,"Source Verified","Defaulted","small_business",17.34,9,1,19
-19.0689771930234,18.3522588892027,"FL",20000," 60 months",14.33,468.8,"C","RENT",0.6720027,"Verified","Defaulted","debt_consolidation",15.12,10,0,22
11.6233109398135,11.3655839043049,"MD",8000," 36 months",16.49,283.2,"D","MORTGAGE",0.6727968,"Not Verified","Defaulted","credit_card",24.82,12,0,18
-29.5040224302287,-21.5220295288513,"VA",19800," 60 months",17.57,498.17,"D","MORTGAGE",0.6879801,"Source Verified","Defaulted","debt_consolidation",21.44,13,0,60
7.92483432333408,-29.8960219947485,"WY",8475," 36 months",17.86,305.8,"D","RENT",0.6412051,"Source Verified","Defaulted","debt_consolidation",27.67,19,0,34
12.5003501108718,10.654414883328,"MI",8000," 36 months",11.99,265.68,"B","MORTGAGE",0.6462208,"Not Verified","Defaulted","credit_card",15.41,7,0,37
31.4411658648502,1.40308415248878,"CA",3600," 36 months",14.49,123.9,"C","RENT",0.652378,"Not Verified","Defaulted","debt_consolidation",32.13,16,1,48
-5.70109636451286,6.90026957297843,"AZ",21000," 36 months",13.66,714.27,"C","MORTGAGE",0.69897,"Verified","Defaulted","debt_consolidation",8.14,16,0,50
-22.0653891572396,16.2018315760816,"CA",10000," 60 months",18.25,255.3,"E","RENT",0.6432493,"Verified","Defaulted","debt_consolidation",34.61,8,1,40
35.8254391193716,5.00319170819898,"IL",4200," 36 months",13.68,142.9,"C","RENT",0.6982072,"Not Verified","Defaulted","debt_consolidation",15.7,6,0,26
-5.83860794984228,8.80416684924531,"TX",15000," 36 months",14.3,514.86,"C","MORTGAGE",0.6879801,"Verified","Defaulted","debt_consolidation",18.08,27,0,38
16.3972657221325,15.4229742047056,"CA",6500," 36 months",11.78,215.22,"C","MORTGAGE",0.6954812,"Not Verified","Defaulted","home_improvement",2.14,4,0,11
-17.094277553983,-25.8179494499063,"IN",22125," 60 months",25.83,660.21,"G","OWN",0.6962238,"Source Verified","Defaulted","home_improvement",11.87,17,1,54
-33.8408467062783,-0.774926975930412,"WA",35000," 60 months",22.2,970.65,"E","MORTGAGE",0.6946775,"Verified","Defaulted","debt_consolidation",12.17,11,0,27
20.4115099269368,20.7526592605467,"KY",5000," 36 months",10.64,162.85,"B","MORTGAGE",0.6574448,"Not Verified","Defaulted","debt_consolidation",22.25,10,0,31
-6.68914943009174,23.5319840065729,"LA",13500," 36 months",12.99,454.81,"B","RENT",0.6602991,"Verified","Defaulted","credit_card",23.9,6,0,12
19.4137057640577,1.51079234671728,"SC",4800," 36 months",8.49,151.51,"A","OWN",0.670361,"Not Verified","Defaulted","Others",22.77,10,0,24
-37.5685021375882,7.46659486226022,"CO",12000," 60 months",15.1,286.11,"C","MORTGAGE",0.6677529,"Verified","Defaulted","debt_consolidation",23.04,17,0,28
-4.03175873216362,9.45515382368037,"OH",15000," 36 months",12.85,504.33,"B","MORTGAGE",0.6591832,"Verified","Defaulted","debt_consolidation",25.22,11,2,24
19.913691242929,6.30304947570739,"CT",15000," 36 months",19.05,550.22,"D","OWN",0.682408,"Not Verified","Defaulted","home_improvement",18.83,14,0,32
-30.90845294036,-19.2804416775483,"KY",24000," 60 months",19.99,635.72,"E","MORTGAGE",0.691231,"Source Verified","Defaulted","debt_consolidation",24.28,19,0,29
-0.761622155373492,31.0939566504745,"CA",35000," 36 months",20.31,1306.27,"D","RENT",0.7057937,"Verified","Defaulted","Others",0.27,4,0,6
-33.5630364836361,3.68006198237881,"TN",22000," 60 months",19.52,577.01,"E","MORTGAGE",0.676343,"Verified","Defaulted","debt_consolidation",19.87,15,1,33
6.07310553997448,-17.1511855145543,"CA",16000," 36 months",19.52,590.72,"E","MORTGAGE",0.719583,"Source Verified","Defaulted","Others",16.48,12,1,25
-0.396945471461497,-13.8199465816145,"VA",11000," 36 months",12.69,369,"C","MORTGAGE",0.6629523,"Source Verified","Defaulted","debt_consolidation",24.57,13,1,41
-8.96798828064512,-19.5323809086135,"NV",11000," 60 months",19.24,286.81,"E","RENT",0.6432493,"Source Verified","Defaulted","credit_card",36.18,16,0,29
-29.1581301465985,-21.3681530452063,"KS",18000," 60 months",17.56,452.79,"D","MORTGAGE",0.6792599,"Source Verified","Defaulted","debt_consolidation",31.34,12,0,39
-7.1880597307349,24.1112251064157,"NY",15000," 36 months",13.98,512.52,"C","RENT",0.6758116,"Verified","Defaulted","credit_card",18.33,12,0,31
4.95989010331238,15.4507808899402,"GA",7000," 36 months",14.33,240.37,"C","MORTGAGE",0.6720027,"Verified","Defaulted","Others",30.96,15,0,25
14.7767667323226,-10.1090620698163,"TN",9450," 36 months",12.35,315.46,"B","OWN",0.6586125,"Source Verified","Defaulted","credit_card",13.1,8,0,11
-8.93630137727362,36.3566599226862,"CA",11200," 36 months",13.35,379.27,"C","RENT",0.6574448,"Verified","Defaulted","debt_consolidation",21.79,10,0,12
-18.4569779751023,-8.22465966442437,"AL",24250," 60 months",16.59,597.35,"D","MORTGAGE",0.6772304,"Not Verified","Defaulted","credit_card",25.6,13,0,38
17.7057393665691,18.3626456478528,"IL",12700," 36 months",6.62,389.94,"A","MORTGAGE",0.6677529,"Not Verified","Defaulted","major_purchase",7.25,11,0,13
-22.879335878278,4.71779470090959,"NY",25000," 60 months",11.99,555.99,"B","OWN",0.6904699,"Verified","Defaulted","credit_card",25.07,10,0,18
-5.67366015640396,35.7955276263286,"VA",3750," 36 months",17.77,135.14,"D","RENT",0.6365701,"Verified","Defaulted","debt_consolidation",21.29,15,0,19
-16.3449730620493,-5.65727470290829,"LA",10875," 60 months",25.89,324.9,"G","MORTGAGE",0.6677529,"Not Verified","Defaulted","home_improvement",16.76,28,0,44
-5.60169971876516,-30.3489445809155,"CA",12000," 60 months",15.61,289.34,"C","RENT",0.6758116,"Source Verified","Defaulted","debt_consolidation",4.51,6,0,20
19.632140493787,5.72992587671441,"NH",5800," 36 months",14.33,199.17,"C","OWN",0.6453933,"Not Verified","Defaulted","home_improvement",23.37,6,1,8
39.2085365219961,-0.548348167859117,"FL",17000," 36 months",14.09,581.77,"B","RENT",0.6659062,"Not Verified","Defaulted","debt_consolidation",23,11,0,14
1.09845943475478,18.3927671701998,"IL",30000," 36 months",17.57,1078.12,"D","OWN",0.69897,"Verified","Defaulted","home_improvement",4.81,18,0,41
-10.5510075659642,36.7995531990545,"NJ",10000," 36 months",12.85,336.22,"B","RENT",0.6918837,"Verified","Defaulted","debt_consolidation",30.99,8,0,28
-4.53574864265085,9.22081195782997,"FL",14125," 36 months",12.12,469.97,"B","MORTGAGE",0.670361,"Verified","Defaulted","debt_consolidation",15.36,11,0,21
-37.1673094073311,7.20842403554217,"NV",15000," 60 months",15.8,363.18,"C","MORTGAGE",0.6629523,"Verified","Defaulted","debt_consolidation",24.96,10,1,18
-34.6527878511609,5.66535058188755,"OH",16000," 60 months",18.55,411.1,"D","MORTGAGE",0.6792599,"Verified","Defaulted","debt_consolidation",22.76,15,0,40
-16.0051756893756,-24.0421501128707,"MD",18050," 60 months",18.99,468.13,"E","OWN",0.7087664,"Source Verified","Defaulted","debt_consolidation",10.48,10,0,25
