"X.1","X","addr_state","YearBefore","loan_amnt","term","int_rate","installment","grade","home_ownership","annual_inc","verification_status","issue_d","loan_status","purpose","dti","earliest_cr_line","open_acc","pub_rec","total_acc","initial_list_status","application_type","GeoName","Compensation.of.employees","Gross.operating.surplus","Per.capita.real.GDP.by.state","Quantity.indexes.for.real.GDP.by.state","Real.GDP.by.state","Subsidies","Taxes.on.production.and.imports","regions"
833044,833162,"VA",2013,20000," 36 months",11.99,664.2,"B","OWN",0.6695119,"Source Verified","2014-02-01","Defaulted","debt_consolidation",21.16,"1994-08-01",5,0,34,"f","INDIVIDUAL","Virginia",207,95,329,144,299,24,216,"South"
847439,847559,"WA",2009,15250," 60 months",15.58,367.46,"D","MORTGAGE",0.682408,"Not Verified","2010-06-01","Defaulted","debt_consolidation",9.66,"1994-03-01",13,0,35,"f","INDIVIDUAL","Washington",129,65,357,1,229,101,196,"West"
56657,56672,"CA",2011,16000," 36 months",17.77,576.6,"D","MORTGAGE",0.7087559,"Verified","2012-08-01","Defaulted","debt_consolidation",23.38,"1979-11-01",14,0,27,"f","INDIVIDUAL","California",14,401,353,96,114,375,59,"West"
637590,637683,"OH",2012,10000," 36 months",7.9,312.91,"A","MORTGAGE",0.6758116,"Not Verified","2013-07-01","Defaulted","debt_consolidation",10.09,"1992-11-01",10,1,16,"f","INDIVIDUAL","Ohio",250,174,216,273,350,106,267,"Midwest"
635624,635717,"OH",2012,3600," 36 months",14.33,123.62,"C","RENT",0.675521,"Not Verified","2013-03-01","Defaulted","credit_card",11.1,"2009-10-01",11,0,12,"f","INDIVIDUAL","Ohio",250,174,216,273,350,106,267,"Midwest"
638265,638358,"OH",2012,10750," 36 months",17.76,387.35,"D","MORTGAGE",0.6539371,"Verified","2013-09-01","Defaulted","debt_consolidation",14.92,"2006-10-01",5,0,9,"w","INDIVIDUAL","Ohio",250,174,216,273,350,106,267,"Midwest"
731052,731157,"TN",2013,4000," 36 months",15.61,139.86,"D","MORTGAGE",0.6927957,"Verified","2014-10-01","Defaulted","small_business",32.1,"1983-06-01",27,0,33,"f","INDIVIDUAL","Tennessee",85,32,134,292,194,328,155,"South"
142966,142997,"CA",2014,18450," 60 months",23.99,530.67,"F","RENT",0.6879801,"Verified","2015-04-01","Defaulted","debt_consolidation",30.22,"1984-04-01",18,1,48,"w","INDIVIDUAL","California",24,450,393,309,129,361,74,"West"
562519,562608,"NY",2010,5000," 36 months",12.42,167.08,"B","RENT",0.6772304,"Source Verified","2011-10-01","Defaulted","Others",13.89,"1993-01-01",13,0,14,"f","INDIVIDUAL","New York",375,305,414,134,28,280,444,"Northeast"
61533,61548,"CA",2012,10000," 36 months",13.11,337.47,"B","MORTGAGE",0.682408,"Verified","2013-05-01","Defaulted","debt_consolidation",16.91,"2001-06-01",7,0,13,"f","INDIVIDUAL","California",17,409,373,205,119,358,58,"West"
634111,634204,"OH",2011,14825," 36 months",17.77,534.26,"D","MORTGAGE",0.6659062,"Verified","2012-07-01","Defaulted","debt_consolidation",29.47,"1996-08-01",19,0,42,"f","INDIVIDUAL","Ohio",239,164,203,236,343,130,261,"Midwest"
753973,754082,"TX",2012,20000," 60 months",15.8,484.24,"C","MORTGAGE",0.6727968,"Verified","2013-03-01","Defaulted","debt_consolidation",30.19,"1989-08-01",10,0,38,"f","INDIVIDUAL","Texas",386,367,321,312,51,202,14,"South"
399064,399124,"MD",2012,10625," 36 months",11.55,350.63,"B","RENT",0.6626725,"Not Verified","2013-08-01","Defaulted","debt_consolidation",25.89,"1998-12-01",11,0,20,"f","INDIVIDUAL","Maryland",132,48,381,214,221,42,140,"South"
75123,75140,"CA",2012,6000," 36 months",11.99,199.26,"B","RENT",0.6677529,"Not Verified","2013-11-01","Defaulted","debt_consolidation",12.99,"1996-11-01",7,0,11,"f","INDIVIDUAL","California",17,409,373,205,119,358,58,"West"
767630,767741,"TX",2013,27900," 36 months",14.49,960.21,"C","MORTGAGE",0.7367824,"Source Verified","2014-10-01","Defaulted","credit_card",6.38,"2001-07-01",14,0,32,"w","INDIVIDUAL","Texas",396,379,346,322,58,207,22,"South"
632619,632712,"OH",2007,18000," 36 months",9.38,425.3,"A","MORTGAGE",0.6949773,"Not Verified","2008-12-01","Defaulted","small_business",8.93,"1993-05-01",10,0,36,"f","INDIVIDUAL","Ohio",234,132,208,238,344,89,258,"Midwest"
400856,400916,"MD",2012,18000," 36 months",17.77,648.67,"D","MORTGAGE",0.6765279,"Verified","2013-06-01","Defaulted","Others",24.28,"1996-04-01",23,0,60,"f","INDIVIDUAL","Maryland",132,48,381,214,221,42,140,"South"
717831,717936,"SC",2012,28000," 60 months",15.31,670.69,"C","MORTGAGE",0.703556,"Verified","2013-02-01","Defaulted","debt_consolidation",30.97,"1997-07-01",16,0,32,"f","INDIVIDUAL","South Carolina",455,362,37,157,88,252,49,"South"
377484,377542,"MA",2011,12000," 36 months",17.77,432.45,"D","MORTGAGE",0.6586125,"Source Verified","2012-12-01","Defaulted","debt_consolidation",3.73,"1998-03-01",4,0,35,"f","INDIVIDUAL","Massachusetts",191,82,417,223,281,81,157,"Northeast"
282221,282267,"GA",2014,12025," 60 months",22.99,338.93,"F","RENT",0.671191,"Verified","2015-01-01","Defaulted","debt_consolidation",3.38,"2004-11-01",4,3,7,"f","INDIVIDUAL","Georgia",208,147,170,252,306,39,210,"South"
175572,175604,"CO",2013,21000," 36 months",19.47,774.78,"D","MORTGAGE",0.6741654,"Not Verified","2014-04-01","Defaulted","debt_consolidation",21.76,"2003-08-01",17,0,35,"f","INDIVIDUAL","Colorado",93,30,323,260,186,383,103,"West"
562561,562650,"NY",2011,10600," 60 months",20.5,283.8,"E","RENT",0.6727968,"Verified","2012-04-01","Defaulted","debt_consolidation",12.96,"2007-01-01",5,0,10,"f","INDIVIDUAL","New York",382,306,413,156,30,288,450,"Northeast"
541393,541478,"NM",2011,3825," 36 months",8.9,121.46,"A","RENT",0.660845,"Not Verified","2012-10-01","Defaulted","debt_consolidation",3.51,"2003-05-01",4,0,7,"f","INDIVIDUAL","New Mexico",323,290,117,23,435,195,362,"West"
513960,514043,"NJ",2012,1800," 36 months",21,67.82,"E","RENT",0.6677529,"Not Verified","2013-04-01","Defaulted","Others",4.4,"2006-05-01",8,0,18,"w","INDIVIDUAL","New Jersey",235,150,391,54,322,123,319,"Northeast"
175058,175090,"CO",2013,18000," 60 months",18.54,462.39,"E","MORTGAGE",0.7000836,"Verified","2014-12-01","Defaulted","Others",19.39,"1991-03-01",15,0,35,"f","INDIVIDUAL","Colorado",93,30,323,260,186,383,103,"West"
376824,376882,"MA",2010,20000," 60 months",15.27,478.64,"C","RENT",0.6879801,"Verified","2011-11-01","Defaulted","credit_card",16.85,"2000-03-01",17,0,29,"f","INDIVIDUAL","Massachusetts",177,79,411,133,270,99,151,"Northeast"
718171,718276,"SC",2012,14825," 36 months",18.49,539.62,"D","MORTGAGE",0.6691668,"Verified","2013-06-01","Defaulted","small_business",27.81,"1993-07-01",7,0,19,"f","INDIVIDUAL","South Carolina",455,362,37,157,88,252,49,"South"
577007,577098,"NY",2012,15000," 36 months",15.61,524.48,"C","RENT",0.6735741,"Source Verified","2013-11-01","Defaulted","debt_consolidation",17.26,"2000-02-01",6,0,18,"f","INDIVIDUAL","New York",389,325,426,254,40,284,455,"Northeast"
400013,400073,"MD",2012,19100," 36 months",12.12,635.49,"B","MORTGAGE",0.6879801,"Verified","2013-06-01","Defaulted","home_improvement",5.07,"2003-10-01",13,1,30,"f","INDIVIDUAL","Maryland",132,48,381,214,221,42,140,"South"
142902,142933,"CA",2014,20000," 60 months",16.99,496.95,"D","RENT",0.682408,"Source Verified","2015-04-01","Defaulted","credit_card",36.59,"1997-04-01",21,0,25,"f","INDIVIDUAL","California",24,450,393,309,129,361,74,"West"
550081,550167,"NV",2013,12000," 60 months",14.49,282.28,"C","MORTGAGE",0.6629523,"Not Verified","2014-10-01","Defaulted","credit_card",29.58,"2004-01-01",11,0,34,"w","INDIVIDUAL","Nevada",383,320,174,399,33,171,25,"West"
596671,596764,"NY",2013,4000," 36 months",10.15,129.36,"B","RENT",0.6811816,"Not Verified","2014-06-01","Defaulted","Others",11.24,"2001-04-01",15,0,34,"w","INDIVIDUAL","New York",395,331,424,255,41,283,10,"Northeast"
673492,673591,"OR",2013,18000," 36 months",12.99,606.41,"C","RENT",0.6639631,"Source Verified","2014-09-01","Defaulted","debt_consolidation",26.14,"2004-05-01",5,0,10,"f","INDIVIDUAL","Oregon",459,412,284,190,108,297,442,"West"
378043,378101,"MA",2011,24000," 36 months",12.12,798.52,"B","MORTGAGE",0.718539,"Source Verified","2012-10-01","Defaulted","debt_consolidation",11.18,"1996-10-01",19,0,40,"f","INDIVIDUAL","Massachusetts",191,82,417,223,281,81,157,"Northeast"
509713,509795,"NJ",2010,35000," 60 months",11.71,773.44,"B","MORTGAGE",0.6914187,"Verified","2011-11-01","Defaulted","credit_card",12.23,"1995-03-01",16,0,42,"f","INDIVIDUAL","New Jersey",218,137,389,16,318,116,304,"Northeast"
90517,90539,"CA",2013,28000," 36 months",6.49,858.05,"A","RENT",0.7101456,"Verified","2014-10-01","Defaulted","debt_consolidation",8.51,"1985-05-01",7,0,32,"f","INDIVIDUAL","California",20,426,378,269,123,359,66,"West"
304548,304595,"IL",2012,8000," 36 months",14.33,274.71,"C","MORTGAGE",0.6649473,"Not Verified","2013-06-01","Defaulted","debt_consolidation",15.03,"1998-10-01",10,0,25,"f","INDIVIDUAL","Illinois",304,233,355,201,410,177,346,"Midwest"
443393,443469,"MN",2012,26500," 60 months",17.1,660.02,"C","MORTGAGE",0.700447,"Verified","2013-09-01","Defaulted","home_improvement",8.62,"2003-01-01",10,0,19,"w","INDIVIDUAL","Minnesota",109,24,334,247,201,93,144,"Midwest"
49287,49301,"CA",2011,12000," 36 months",13.49,407.17,"C","RENT",0.6465374,"Verified","2012-02-01","Defaulted","debt_consolidation",13.24,"2005-01-01",8,0,30,"f","INDIVIDUAL","California",14,401,353,96,114,375,59,"West"
367213,367269,"LA",2012,21000," 60 months",19.52,550.78,"D","MORTGAGE",0.670361,"Source Verified","2013-11-01","Defaulted","Others",20.25,"2006-09-01",7,0,10,"f","INDIVIDUAL","Louisiana",16,36,230,385,126,310,84,"South"
749996,750103,"TX",2012,13475," 36 months",13.05,454.36,"B","MORTGAGE",0.6818,"Source Verified","2013-07-01","Defaulted","credit_card",11.04,"1998-01-01",10,0,35,"f","INDIVIDUAL","Texas",386,367,321,312,51,202,14,"South"
272648,272692,"GA",2012,33600," 60 months",13.67,776.08,"B","RENT",0.6975061,"Verified","2013-11-01","Defaulted","major_purchase",13.29,"1997-11-01",3,0,21,"w","INDIVIDUAL","Georgia",189,116,154,128,292,63,204,"South"
27063,27070,"AZ",2013,14000," 60 months",25.83,417.76,"G","MORTGAGE",0.6677529,"Source Verified","2014-08-01","Defaulted","debt_consolidation",26.83,"1995-10-01",22,0,33,"w","INDIVIDUAL","Arizona",75,8,87,188,162,322,137,"West"
15456,15462,"AR",2013,18500," 60 months",20.99,500.39,"E","RENT",0.6735741,"Source Verified","2014-10-01","Defaulted","debt_consolidation",24.42,"2003-04-01",8,0,19,"w","INDIVIDUAL","Arkansas",359,299,45,275,12,249,432,"South"
824645,824761,"VA",2012,7000," 36 months",13.05,236.03,"B","RENT",0.6537093,"Not Verified","2013-07-01","Defaulted","debt_consolidation",17.33,"2007-01-01",9,0,12,"f","INDIVIDUAL","Virginia",201,86,341,142,298,33,209,"South"
14370,14376,"AR",2012,35000," 36 months",16.2,1233.96,"C","MORTGAGE",0.7042104,"Verified","2013-11-01","Defaulted","debt_consolidation",9.05,"2000-10-01",7,0,15,"f","INDIVIDUAL","Arkansas",356,294,33,203,6,230,423,"South"
88508,88530,"CA",2013,11500," 60 months",20.49,307.83,"E","RENT",0.6537093,"Source Verified","2014-05-01","Defaulted","debt_consolidation",11.7,"2007-05-01",5,0,13,"w","INDIVIDUAL","California",20,426,378,269,123,359,66,"West"
4986,4988,"AL",2012,11000," 36 months",10.99,360.08,"B","MORTGAGE",0.6629523,"Source Verified","2013-11-01","Defaulted","credit_card",19.39,"1979-02-01",9,0,20,"f","INDIVIDUAL","Alabama",1,382,53,170,103,251,32,"South"
103847,103873,"CA",2013,14750," 36 months",15.61,515.74,"C","OWN",0.6639631,"Verified","2014-02-01","Defaulted","small_business",17.83,"1996-07-01",11,0,15,"f","INDIVIDUAL","California",20,426,378,269,123,359,66,"West"
852313,852433,"WA",2012,15000," 60 months",23.4,426.32,"E","MORTGAGE",0.6619134,"Verified","2013-10-01","Defaulted","debt_consolidation",18.68,"1995-02-01",7,0,15,"w","INDIVIDUAL","Washington",147,80,375,215,248,95,237,"West"
867419,867539,"WI",2011,8875," 36 months",13.99,303.29,"C","RENT",0.6673835,"Verified","2012-06-01","Defaulted","debt_consolidation",16.85,"2002-08-01",13,0,22,"f","INDIVIDUAL","Wisconsin",76,430,217,187,168,12,142,"Midwest"
560170,560259,"NY",2009,6000," 36 months",14.59,206.79,"D","RENT",0.62077,"Not Verified","2010-05-01","Defaulted","major_purchase",0,"2007-04-01",5,0,6,"f","INDIVIDUAL","New York",366,298,403,1,20,279,429,"Northeast"
22614,22621,"AZ",2012,35000," 36 months",18.85,1280.31,"D","RENT",0.7140019,"Verified","2013-09-01","Defaulted","debt_consolidation",20.42,"2002-01-01",26,0,44,"f","INDIVIDUAL","Arizona",65,3,96,164,157,313,139,"West"
270515,270559,"GA",2012,9950," 36 months",9.71,319.71,"B","MORTGAGE",0.6660951,"Not Verified","2013-08-01","Defaulted","credit_card",28.43,"1998-11-01",8,0,25,"f","INDIVIDUAL","Georgia",189,116,154,128,292,63,204,"South"
232411,232452,"FL",2013,22000," 60 months",10.99,478.23,"B","MORTGAGE",0.6970308,"Source Verified","2014-07-01","Defaulted","credit_card",29.81,"1986-05-01",15,0,25,"w","INDIVIDUAL","Florida",324,248,78,107,423,155,389,"South"
173861,173893,"CO",2012,4000," 36 months",16.29,141.21,"C","RENT",0.6649473,"Not Verified","2013-02-01","Defaulted","credit_card",4.49,"2006-02-01",5,0,5,"f","INDIVIDUAL","Colorado",79,17,317,169,172,373,97,"West"
24764,24771,"AZ",2012,11500," 36 months",17.1,410.58,"C","MORTGAGE",0.6569194,"Source Verified","2013-10-01","Defaulted","debt_consolidation",16.15,"2005-05-01",8,0,14,"f","INDIVIDUAL","Arizona",65,3,96,164,157,313,139,"West"
76658,76676,"CA",2012,8000," 36 months",18.25,290.23,"D","OWN",0.6792599,"Verified","2013-08-01","Defaulted","debt_consolidation",20.74,"1999-05-01",16,1,59,"w","INDIVIDUAL","California",17,409,373,205,119,358,58,"West"
690470,690574,"PA",2013,17350," 60 months",20.49,464.42,"E","RENT",0.6758116,"Source Verified","2014-02-01","Defaulted","debt_consolidation",28.26,"1997-04-01",16,0,22,"f","INDIVIDUAL","Pennsylvania",289,216,289,265,381,147,313,"Northeast"
837591,837710,"VA",2014,4000," 36 months",17.86,144.33,"D","MORTGAGE",0.6879801,"Not Verified","2015-01-01","Defaulted","Others",35.04,"1998-07-01",12,0,34,"f","INDIVIDUAL","Virginia",216,106,327,155,301,14,217,"South"
420715,420786,"MI",2012,15000," 36 months",11.99,498.15,"B","RENT",0.6639631,"Verified","2013-10-01","Defaulted","credit_card",34.04,"1996-03-01",19,0,25,"f","INDIVIDUAL","Michigan",185,78,120,298,272,46,226,"Midwest"
767135,767246,"TX",2013,23400," 60 months",19.47,613.08,"D","MORTGAGE",0.6764029,"Not Verified","2014-04-01","Defaulted","debt_consolidation",16.64,"2005-03-01",11,0,31,"f","INDIVIDUAL","Texas",396,379,346,322,58,207,22,"South"
214329,214368,"FL",2012,2000," 36 months",12.35,66.77,"B","MORTGAGE",0.6927957,"Verified","2013-07-01","Defaulted","home_improvement",23.1,"2002-05-01",13,0,29,"f","INDIVIDUAL","Florida",320,236,69,37,422,160,385,"South"
670334,670432,"OR",2008,5000," 36 months",13.16,168.86,"C","RENT",0.6665444,"Not Verified","2009-05-01","Defaulted","Others",14.15,"1994-09-01",11,0,17,"f","INDIVIDUAL","Oregon",437,398,291,33,107,286,402,"West"
339757,339810,"IN",2013,3000," 36 months",18.25,108.84,"D","RENT",0.6549956,"Source Verified","2014-04-01","Defaulted","small_business",13.6,"1998-01-01",5,1,9,"f","INDIVIDUAL","Indiana",96,54,194,297,210,41,123,"Midwest"
141277,141308,"CA",2014,1600," 36 months",15.99,56.25,"D","MORTGAGE",0.6818,"Not Verified","2015-01-01","Defaulted","Others",28.41,"2002-02-01",7,0,25,"f","INDIVIDUAL","California",24,450,393,309,129,361,74,"West"
171840,171872,"CO",2012,24000," 60 months",15.88,582.11,"C","RENT",0.6971939,"Verified","2013-08-01","Defaulted","credit_card",12.07,"1999-06-01",5,0,10,"f","INDIVIDUAL","Colorado",79,17,317,169,172,373,97,"West"
58832,58847,"CA",2012,10800," 36 months",15.8,378.64,"C","RENT",0.670361,"Not Verified","2013-06-01","Defaulted","debt_consolidation",8.9,"2005-07-01",11,0,16,"f","INDIVIDUAL","California",17,409,373,205,119,358,58,"West"
61449,61464,"CA",2012,4850," 36 months",13.67,164.99,"B","OWN",0.6386107,"Verified","2013-11-01","Defaulted","credit_card",30.86,"1996-10-01",8,1,26,"f","INDIVIDUAL","California",17,409,373,205,119,358,58,"West"
749866,749973,"TX",2012,15250," 36 months",16.29,538.34,"C","MORTGAGE",0.6853026,"Verified","2013-05-01","Defaulted","debt_consolidation",15.79,"2002-07-01",10,0,15,"f","INDIVIDUAL","Texas",386,367,321,312,51,202,14,"South"
712818,712923,"RI",2011,2100," 36 months",17.77,75.68,"D","RENT",0.6495683,"Source Verified","2012-11-01","Defaulted","debt_consolidation",6.87,"2004-01-01",4,0,7,"w","INDIVIDUAL","Rhode Island",231,135,243,52,317,145,297,"Northeast"
72160,72176,"CA",2012,15850," 60 months",20.2,421.7,"D","OWN",0.6853026,"Source Verified","2013-11-01","Defaulted","debt_consolidation",13.38,"2000-02-01",8,1,15,"f","INDIVIDUAL","California",17,409,373,205,119,358,58,"West"
402405,402465,"MD",2013,28500," 60 months",25.8,849.94,"G","RENT",0.6879801,"Not Verified","2014-10-01","Defaulted","debt_consolidation",24.99,"1998-05-01",4,0,15,"w","INDIVIDUAL","Maryland",134,49,376,216,222,40,147,"South"
134224,134254,"CA",2014,20000," 36 months",12.29,667.06,"C","RENT",0.7174611,"Source Verified","2015-02-01","Defaulted","credit_card",18.01,"2001-03-01",11,0,18,"f","INDIVIDUAL","California",24,450,393,309,129,361,74,"West"
564964,565053,"NY",2011,20000," 36 months",19.05,733.63,"D","RENT",0.6792599,"Verified","2012-09-01","Defaulted","debt_consolidation",7.29,"2001-05-01",9,0,20,"f","INDIVIDUAL","New York",382,306,413,156,30,288,450,"Northeast"
461828,461905,"MO",2013,26500," 36 months",15.61,926.57,"C","MORTGAGE",0.6853026,"Source Verified","2014-01-01","Defaulted","debt_consolidation",29.5,"1998-04-01",25,0,51,"f","INDIVIDUAL","Missouri",87,19,161,104,171,10,91,"Midwest"
191157,191189,"CT",2012,10000," 60 months",22.2,277.33,"E","RENT",0.6649561,"Source Verified","2013-08-01","Defaulted","credit_card",10.97,"2006-04-01",9,0,10,"f","INDIVIDUAL","Connecticut",29,436,430,358,133,315,108,"Northeast"
849268,849388,"WA",2011,6400," 36 months",17.77,230.64,"D","MORTGAGE",0.6758116,"Not Verified","2012-10-01","Defaulted","credit_card",15.09,"2004-02-01",12,0,16,"f","INDIVIDUAL","Washington",139,72,359,105,237,98,223,"West"
2727,2728,"AL",2011,11850," 36 months",12.12,394.27,"B","OWN",0.6509989,"Not Verified","2012-06-01","Defaulted","debt_consolidation",18.96,"2006-11-01",7,0,11,"f","INDIVIDUAL","Alabama",458,375,48,122,98,254,29,"South"
550254,550340,"NV",2013,13200," 36 months",13.35,446.99,"C","RENT",0.6879801,"Verified","2014-05-01","Defaulted","debt_consolidation",4.14,"1998-07-01",8,0,23,"w","INDIVIDUAL","Nevada",383,320,174,399,33,171,25,"West"
662916,663010,"OK",2011,21000," 60 months",21.98,579.76,"E","MORTGAGE",0.719583,"Source Verified","2012-11-01","Defaulted","debt_consolidation",7.34,"2006-01-01",10,0,22,"f","INDIVIDUAL","Oklahoma",422,377,114,206,72,258,18,"South"
336140,336191,"IN",2012,7000," 36 months",15.61,244.76,"C","MORTGAGE",0.6758116,"Verified","2013-10-01","Defaulted","debt_consolidation",20.6,"1999-05-01",8,0,18,"f","INDIVIDUAL","Indiana",88,47,176,258,207,4,117,"Midwest"
459312,459388,"MO",2012,5000," 36 months",11.99,166.05,"B","RENT",0.6758116,"Verified","2013-10-01","Defaulted","debt_consolidation",14.49,"1988-05-01",11,2,18,"f","INDIVIDUAL","Missouri",77,5,146,29,159,390,85,"Midwest"
773432,773544,"TX",2013,5725," 36 months",17.57,205.74,"D","MORTGAGE",0.6758116,"Verified","2014-02-01","Defaulted","credit_card",31.44,"1998-08-01",31,1,63,"f","INDIVIDUAL","Texas",396,379,346,322,58,207,22,"South"
74105,74121,"CA",2012,10000," 36 months",14.33,343.39,"C","RENT",0.666841,"Not Verified","2013-01-01","Defaulted","debt_consolidation",14.92,"1997-07-01",11,1,33,"f","INDIVIDUAL","California",17,409,373,205,119,358,58,"West"
813327,813440,"UT",2011,6425," 60 months",15.31,153.9,"C","RENT",0.6639631,"Not Verified","2012-06-01","Defaulted","debt_consolidation",22.76,"2001-10-01",10,0,18,"f","INDIVIDUAL","Utah",376,328,147,179,27,214,390,"West"
635069,635162,"OH",2011,10800," 36 months",14.09,369.6,"B","MORTGAGE",0.6899857,"Not Verified","2012-12-01","Defaulted","debt_consolidation",12.74,"1999-12-01",6,0,27,"w","INDIVIDUAL","Ohio",239,164,203,236,343,130,261,"Midwest"
367253,367309,"LA",2012,15050," 36 months",13.11,507.9,"B","MORTGAGE",0.6649473,"Source Verified","2013-06-01","Defaulted","debt_consolidation",15.17,"1997-10-01",9,1,21,"w","INDIVIDUAL","Louisiana",16,36,230,385,126,310,84,"South"
812921,813034,"UT",2008,10000," 36 months",11.89,331.64,"B","RENT",0.6844562,"Source Verified","2009-02-01","Defaulted","home_improvement",18.83,"1997-11-01",10,0,27,"f","INDIVIDUAL","Utah",367,304,188,75,22,179,381,"West"
508486,508568,"NJ",2009,17000," 36 months",10.25,550.55,"B","RENT",0.6785959,"Not Verified","2010-05-01","Defaulted","debt_consolidation",13.14,"1985-12-01",8,0,12,"f","INDIVIDUAL","New Jersey",215,127,390,1,315,126,300,"Northeast"
509671,509753,"NJ",2010,12000," 60 months",14.27,280.91,"C","MORTGAGE",0.6841727,"Verified","2011-12-01","Defaulted","debt_consolidation",9.35,"1988-10-01",6,0,11,"f","INDIVIDUAL","New Jersey",218,137,389,16,318,116,304,"Northeast"
832109,832227,"VA",2013,35000," 36 months",17.57,1257.8,"D","RENT",0.7093186,"Verified","2014-07-01","Defaulted","debt_consolidation",22.91,"2000-12-01",12,0,14,"w","INDIVIDUAL","Virginia",207,95,329,144,299,24,216,"South"
225198,225238,"FL",2013,23700," 36 months",13.98,809.78,"C","MORTGAGE",0.7423358,"Verified","2014-10-01","Defaulted","debt_consolidation",4.24,"1985-04-01",10,4,21,"w","INDIVIDUAL","Florida",324,248,78,107,423,155,389,"South"
271464,271508,"GA",2012,13150," 60 months",18.55,337.88,"D","RENT",0.6677529,"Source Verified","2013-11-01","Defaulted","Others",23.01,"2000-08-01",9,0,18,"f","INDIVIDUAL","Georgia",189,116,154,128,292,63,204,"South"
212648,212687,"FL",2012,23325," 60 months",23.7,666.96,"F","MORTGAGE",0.6735741,"Verified","2013-10-01","Defaulted","debt_consolidation",23.93,"2003-10-01",12,0,31,"f","INDIVIDUAL","Florida",320,236,69,37,422,160,385,"South"
693560,693664,"PA",2013,7000," 36 months",15.59,244.69,"D","RENT",0.6853026,"Source Verified","2014-12-01","Defaulted","debt_consolidation",13.6,"1991-12-01",6,1,21,"f","INDIVIDUAL","Pennsylvania",289,216,289,265,381,147,313,"Northeast"
21672,21679,"AZ",2011,11700," 36 months",11.71,386.99,"B","RENT",0.6480826,"Source Verified","2012-02-01","Defaulted","debt_consolidation",16.03,"2005-12-01",5,0,11,"f","INDIVIDUAL","Arizona",46,442,86,73,146,336,132,"West"
85827,85849,"CA",2013,9000," 36 months",13.66,306.12,"C","OWN",0.6853026,"Verified","2014-11-01","Defaulted","debt_consolidation",4.32,"2001-01-01",13,0,29,"f","INDIVIDUAL","California",20,426,378,269,123,359,66,"West"
644304,644398,"OH",2013,22575," 36 months",18.92,826.6,"D","MORTGAGE",0.6792599,"Source Verified","2014-03-01","Defaulted","debt_consolidation",25.04,"1990-02-01",18,0,30,"w","INDIVIDUAL","Ohio",260,179,221,291,353,111,281,"Midwest"
686812,686915,"PA",2012,17500," 36 months",17.27,626.28,"C","RENT",0.6627076,"Verified","2013-04-01","Defaulted","debt_consolidation",33.56,"1994-05-01",12,0,24,"f","INDIVIDUAL","Pennsylvania",281,205,275,219,380,148,306,"Northeast"
634300,634393,"OH",2011,10000," 36 months",14.33,343.39,"C","RENT",0.6772304,"Source Verified","2012-07-01","Defaulted","credit_card",5.94,"2004-01-01",11,0,14,"f","INDIVIDUAL","Ohio",239,164,203,236,343,130,261,"Midwest"
458817,458893,"MO",2012,14400," 36 months",13.11,485.96,"B","RENT",0.6805523,"Not Verified","2013-02-01","Defaulted","credit_card",12.77,"1998-11-01",8,0,19,"f","INDIVIDUAL","Missouri",77,5,146,29,159,390,85,"Midwest"
40674,40681,"CA",2007,7500," 36 months",11.34,246.75,"C","MORTGAGE",0.7101456,"Not Verified","2008-06-01","Defaulted","debt_consolidation",21.32,"1974-04-01",14,1,31,"f","INDIVIDUAL","California",8,395,392,184,118,389,44,"West"
632851,632944,"OH",2009,10000," 36 months",14.59,344.65,"D","MORTGAGE",0.695106,"Not Verified","2010-03-01","Defaulted","debt_consolidation",9.51,"1994-05-01",15,1,25,"f","INDIVIDUAL","Ohio",220,134,137,1,313,113,250,"Midwest"
672452,672551,"OR",2012,10000," 60 months",17.1,249.07,"C","MORTGAGE",0.682408,"Source Verified","2013-10-01","Defaulted","credit_card",14.71,"2001-11-01",7,1,19,"f","INDIVIDUAL","Oregon",450,424,310,236,112,299,435,"West"
683875,683977,"PA",2011,24000," 60 months",20.5,642.55,"E","MORTGAGE",0.6856347,"Verified","2012-03-01","Defaulted","debt_consolidation",16.3,"1996-12-01",12,1,23,"f","INDIVIDUAL","Pennsylvania",277,189,261,161,379,152,299,"Northeast"
559530,559619,"NY",2009,18000," 36 months",6.54,343.48,"A","RENT",0.6750809,"Verified","2010-12-01","Defaulted","credit_card",16.04,"2002-03-01",17,0,39,"f","INDIVIDUAL","New York",366,298,403,1,20,279,429,"Northeast"
748699,748806,"TX",2011,20500," 36 months",19.05,751.97,"D","RENT",0.6686429,"Verified","2012-11-01","Defaulted","debt_consolidation",29.97,"1991-08-01",13,0,29,"f","INDIVIDUAL","Texas",372,355,286,234,43,203,3,"South"
744542,744648,"TX",2010,7000," 60 months",16.02,170.31,"D","RENT",0.6492757,"Source Verified","2011-03-01","Defaulted","major_purchase",1.92,"2007-11-01",3,0,3,"f","INDIVIDUAL","Texas",360,334,271,94,31,185,446,"South"
459709,459785,"MO",2012,17500," 60 months",21.6,479.36,"E","OWN",0.6758116,"Source Verified","2013-08-01","Defaulted","debt_consolidation",20.25,"1998-11-01",19,0,58,"f","INDIVIDUAL","Missouri",77,5,146,29,159,390,85,"Midwest"
489565,489647,"NC",2013,11200," 60 months",14.99,266.39,"C","RENT",0.6904699,"Source Verified","2014-10-01","Defaulted","Others",25.43,"2002-07-01",16,0,22,"w","INDIVIDUAL","North Carolina",188,148,168,130,297,69,238,"South"
